project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude,geom_wkt,legal_dispute_bool
PRJ-1177,PCL-10503,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,32.2,53,Medium,0.65,1,Pending Disbursal,222,Preliminary Notification (Sec 11),Under Scrutiny,108,0.8,Contested / Encroached,Low / Resistant,258,0.417,2025-09-30,,404,1,17.596774,81.371278,SRID=4326;POINT(81.371278 17.596774),True
PRJ-1137,PCL-10504,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Faridabad,44.37,95,Medium,0.97,0,Partially Disbursed,76,Possession Taken (Sec 38),Resubmission Required,148,0.8,Partial Possession (30-70%),High / Cooperative,154,0.272,2023-09-09,2023-09-09,0,0,28.176875,76.928297,SRID=4326;POINT(76.928297 28.176875),False
PRJ-1142,PCL-10505,Madhya Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,19.34,33,High,0.61,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,87,0.52,Full Possession,Moderate,327,0.627,2027-06-16,,227,1,26.241512,78.381806,SRID=4326;POINT(78.381806 26.241512),False
PRJ-1123,PCL-10506,Bharatmala Economic Highway Ring 1,Highway / Expressway,Odisha,Angul,47.01,41,Medium,0.83,0,Pending Disbursal,307,Notification Pending,Pending Environmental Clearance,111,0.81,Substantial Possession (>70%),Moderate,225,0.316,2026-01-15,2026-04-16,91,1,22.006654,84.495805,SRID=4326;POINT(84.495805 22.006654),False
PRJ-1064,PCL-10507,Jabalpur Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Madhya Pradesh,Jabalpur,14.15,28,Medium,0.76,0,Partially Disbursed,92,Notification Pending,Under Scrutiny,160,0.44,Full Possession,Moderate,158,0.385,2025-11-12,,209,1,23.834074,78.994234,SRID=4326;POINT(78.994234 23.834074),False
PRJ-1116,PCL-10508,Coimbatore Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Tamil Nadu,Coimbatore,28.74,26,Medium,0.81,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,84,0.6,Partial Possession (30-70%),High / Cooperative,186,0.355,2024-07-16,2024-09-02,48,0,10.144368,78.187858,SRID=4326;POINT(78.187858 10.144368),False
PRJ-1061,PCL-10509,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,21.47,20,Low,0.63,0,Pending Disbursal,353,Preliminary Notification (Sec 11),Pending Environmental Clearance,151,0.83,Contested / Encroached,Moderate,316,0.347,2026-08-16,,4,0,25.326285,73.900436,SRID=4326;POINT(73.900436 25.326285),False
PRJ-1004,PCL-10510,Maharashtra Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Maharashtra,Nagpur,22.95,25,Low,0.79,1,Pending Disbursal,141,Possession Taken (Sec 38),Under Scrutiny,81,0.93,Substantial Possession (>70%),Low / Resistant,193,0.407,2024-04-03,2025-02-17,320,1,19.835038,75.152732,SRID=4326;POINT(75.152732 19.835038),True
PRJ-1079,PCL-10511,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Hisar,14.78,2,High,0.66,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.93,Full Possession,Moderate,231,0.694,2026-10-18,,0,0,29.035726,77.284907,SRID=4326;POINT(77.284907 29.035726),False
PRJ-1225,PCL-10512,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,15.81,38,Medium,0.63,0,Partially Disbursed,58,Declaration Published (Sec 19),Approved,82,0.44,Full Possession,High / Cooperative,170,0.175,2024-10-04,2024-10-29,25,0,21.256327,85.236263,SRID=4326;POINT(85.236263 21.256327),False
PRJ-1017,PCL-10513,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,31.75,94,Medium,0.74,0,Partially Disbursed,62,Award Declared (Sec 23),Conditional Clearance,101,0.7,Partial Possession (30-70%),High / Cooperative,208,0.736,2025-03-21,2025-04-09,19,0,10.095063,77.666875,SRID=4326;POINT(77.666875 10.095063),False
PRJ-1200,PCL-10514,Kota Ultra Mega Solar Park Unit 4,Renewable / Solar Park,Rajasthan,Kota,17.98,33,Low,0.43,1,Disputed in Escrow,206,Award Declared (Sec 23),Approved,53,0.66,Initial Stage (<30%),Moderate,179,0.656,2024-12-01,2025-12-30,394,1,24.628238,76.700304,SRID=4326;POINT(76.700304 24.628238),True
PRJ-1145,PCL-10515,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,7.1,27,Low,0.86,0,Partially Disbursed,97,Declaration Published (Sec 19),Under Scrutiny,132,0.59,Substantial Possession (>70%),Moderate,154,0.217,2024-06-07,2024-06-23,16,0,11.202159,79.40879,SRID=4326;POINT(79.40879 11.202159),False
PRJ-1053,PCL-10516,Haryana Clean Energy Hub Sector 5,Renewable / Solar Park,Haryana,Hisar,45.52,37,Very High,0.62,1,Partially Disbursed,63,Possession Taken (Sec 38),Approved,45,0.68,Contested / Encroached,Low / Resistant,128,0.357,2025-07-20,2026-08-06,382,1,29.732748,76.504434,SRID=4326;POINT(76.504434 29.732748),True
PRJ-1103,PCL-10517,Command Area Distribution Network 4,Irrigation / Water Canal,Madhya Pradesh,Bhopal,18.03,15,Low,0.87,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,59,0.47,Substantial Possession (>70%),Moderate,301,0.749,2023-04-22,2023-09-19,150,1,22.450116,75.376114,SRID=4326;POINT(75.376114 22.450116),False
PRJ-1057,PCL-10518,Gujarat Integrated Industrial Township 5,Industrial Corridor / SEZ,Gujarat,Rajkot,9.69,8,Medium,0.54,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,92,0.56,Partial Possession (30-70%),High / Cooperative,190,0.394,2026-04-19,2026-12-18,243,1,21.830814,70.284446,SRID=4326;POINT(70.284446 21.830814),True
PRJ-1052,PCL-10519,Angul Metro Rail Extension Corridor 2,Urban Metro / Transit,Odisha,Angul,20.91,66,Low,0.78,0,Partially Disbursed,63,Award Declared (Sec 23),Approved,48,0.69,Partial Possession (30-70%),High / Cooperative,212,0.633,2026-05-21,2026-06-21,31,0,20.67036,84.73111,SRID=4326;POINT(84.73111 20.67036),False
PRJ-1191,PCL-10520,Haryana Green Express Corridor Phase 4,Highway / Expressway,Haryana,Karnal,60.33,91,Low,0.62,0,Partially Disbursed,40,Notification Pending,Resubmission Required,134,0.63,Initial Stage (<30%),High / Cooperative,195,0.486,2024-06-27,2024-07-24,27,0,28.621805,76.074299,SRID=4326;POINT(76.074299 28.621805),False
PRJ-1099,PCL-10521,Bharatmala Economic Highway Ring 3,Highway / Expressway,Haryana,Hisar,80.54,49,Medium,0.48,0,Disputed in Escrow,283,Notification Pending,Conditional Clearance,163,0.66,Full Possession,High / Cooperative,176,0.199,2023-08-29,2024-02-29,184,1,29.741184,77.308451,SRID=4326;POINT(77.308451 29.741184),False
PRJ-1130,PCL-10522,Visakhapatnam Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Andhra Pradesh,Visakhapatnam,14.1,14,Medium,0.55,0,Partially Disbursed,60,Possession Taken (Sec 38),Approved,40,0.9,Substantial Possession (>70%),High / Cooperative,248,0.327,2026-08-01,2026-08-16,15,0,17.972981,81.77084,SRID=4326;POINT(81.77084 17.972981),False
PRJ-1012,PCL-10523,Uttar Pradesh Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Uttar Pradesh,Noida,21.62,46,Low,0.82,1,Disputed in Escrow,277,Possession Taken (Sec 38),Under Scrutiny,132,0.34,Initial Stage (<30%),Low / Resistant,257,0.201,2026-03-01,,304,1,25.617579,79.530403,SRID=4326;POINT(79.530403 25.617579),True
PRJ-1225,PCL-10524,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,16.21,73,Medium,0.62,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,110,0.35,Full Possession,High / Cooperative,199,0.494,2024-10-04,2024-10-12,8,0,21.501892,85.087206,SRID=4326;POINT(85.087206 21.501892),False
PRJ-1258,PCL-10525,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Cuttack,26.43,22,Low,0.94,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,153,0.93,Full Possession,Moderate,177,0.551,2024-03-08,2024-03-29,21,0,21.39016,85.467698,SRID=4326;POINT(85.467698 21.39016),False
PRJ-1143,PCL-10526,Gujarat Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Gujarat,Rajkot,46.18,73,Medium,0.71,0,Partially Disbursed,30,Award Declared (Sec 23),Under Scrutiny,146,0.69,Contested / Encroached,High / Cooperative,251,0.641,2024-12-10,2025-03-11,91,1,23.739019,70.239913,SRID=4326;POINT(70.239913 23.739019),False
PRJ-1136,PCL-10527,Jaipur Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Rajasthan,Jaipur,19.15,27,Low,0.53,0,Pending Disbursal,202,Award Declared (Sec 23),Approved,86,0.73,Contested / Encroached,High / Cooperative,83,0.115,2022-10-14,2022-11-04,21,0,27.22715,73.459223,SRID=4326;POINT(73.459223 27.22715),False
PRJ-1055,PCL-10528,Jodhpur Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Rajasthan,Jodhpur,86.15,160,Medium,0.81,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,34,0.66,Full Possession,Moderate,217,0.228,2024-10-24,2024-12-07,44,0,27.22945,75.109881,SRID=4326;POINT(75.109881 27.22945),False
PRJ-1203,PCL-10529,Rajasthan Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Rajasthan,Jaipur,30.06,54,Medium,0.54,1,Partially Disbursed,77,Declaration Published (Sec 19),Approved,92,0.63,Initial Stage (<30%),Low / Resistant,291,0.589,2025-01-22,2026-03-03,405,1,24.734822,72.417167,SRID=4326;POINT(72.417167 24.734822),True
PRJ-1011,PCL-10530,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Gujarat,Surat,17.19,51,Medium,0.7,0,Fully Disbursed,0,Possession Taken (Sec 38),Pending Environmental Clearance,118,0.61,Contested / Encroached,High / Cooperative,208,0.591,2026-11-02,2027-02-15,105,1,21.949465,72.945113,SRID=4326;POINT(72.945113 21.949465),False
PRJ-1007,PCL-10531,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,102.2,69,High,0.67,1,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,230,0.26,Partial Possession (30-70%),Low / Resistant,183,0.464,2023-11-24,2025-01-27,430,1,22.799551,70.712651,SRID=4326;POINT(70.712651 22.799551),True
PRJ-1007,PCL-10532,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,100.74,175,High,0.74,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,166,0.5,Substantial Possession (>70%),Hostile / Legal Injunction,149,0.268,2023-11-24,2024-09-20,301,1,23.347961,69.091343,SRID=4326;POINT(69.091343 23.347961),False
PRJ-1084,PCL-10533,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,9.72,11,Medium,0.95,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,90,0.68,Full Possession,High / Cooperative,258,0.087,2024-10-17,2024-10-17,0,0,15.402494,80.396651,SRID=4326;POINT(80.396651 15.402494),False
PRJ-1073,PCL-10534,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,91.37,89,Medium,0.64,0,Pending Disbursal,286,Preliminary Notification (Sec 11),Under Scrutiny,131,0.82,Contested / Encroached,High / Cooperative,306,0.85,2026-02-11,2026-09-15,216,1,25.054115,79.261289,SRID=4326;POINT(79.261289 25.054115),False
PRJ-1145,PCL-10535,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,38.31,75,High,0.7,0,Partially Disbursed,75,Possession Taken (Sec 38),Under Scrutiny,122,0.82,Substantial Possession (>70%),Hostile / Legal Injunction,158,0.14,2024-06-07,2025-01-09,216,1,10.764847,78.95866,SRID=4326;POINT(78.95866 10.764847),False
PRJ-1077,PCL-10536,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,44.67,68,Low,0.74,1,Pending Disbursal,278,Award Declared (Sec 23),Conditional Clearance,194,0.48,Contested / Encroached,Low / Resistant,224,0.226,2027-04-12,,312,1,28.0866,81.760668,SRID=4326;POINT(81.760668 28.0866),True
PRJ-1077,PCL-10537,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,94.05,81,Medium,0.67,0,Pending Disbursal,147,Notification Pending,Approved,55,0.56,Partial Possession (30-70%),Moderate,263,0.213,2027-04-12,2027-09-29,170,1,27.694466,78.841581,SRID=4326;POINT(78.841581 27.694466),False
PRJ-1066,PCL-10538,Faridabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Faridabad,118.1,129,Medium,0.92,0,Partially Disbursed,115,Declaration Published (Sec 19),Conditional Clearance,74,0.35,Partial Possession (30-70%),Moderate,139,0.378,2025-12-22,2026-07-03,193,1,28.486494,76.281533,SRID=4326;POINT(76.281533 28.486494),False
PRJ-1255,PCL-10539,NH-50 Four-Laning Bypass Section 3,Highway / Expressway,Haryana,Hisar,29.41,26,Low,0.82,0,Partially Disbursed,86,Preliminary Notification (Sec 11),Approved,15,0.87,Full Possession,High / Cooperative,267,0.419,2024-02-23,2024-03-27,33,0,29.342993,76.485943,SRID=4326;POINT(76.485943 29.342993),False
PRJ-1009,PCL-10540,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,11.51,12,Low,0.68,1,Disputed in Escrow,578,Declaration Published (Sec 19),Approved,59,0.75,Substantial Possession (>70%),Low / Resistant,111,0.661,2024-05-15,2025-04-27,347,1,22.100955,71.135276,SRID=4326;POINT(71.135276 22.100955),True
PRJ-1216,PCL-10541,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,172.37,123,Low,0.62,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,129,0.75,Substantial Possession (>70%),Low / Resistant,307,0.69,2025-11-26,,214,1,21.753242,72.692416,SRID=4326;POINT(72.692416 21.753242),False
PRJ-1038,PCL-10542,Command Area Distribution Network 3,Irrigation / Water Canal,Madhya Pradesh,Bhopal,41.5,33,Low,0.72,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,117,0.45,Full Possession,High / Cooperative,30,0.317,2023-08-21,2023-09-28,38,0,24.148037,78.851124,SRID=4326;POINT(78.851124 24.148037),False
PRJ-1154,PCL-10543,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,18.13,27,Medium,0.65,1,Partially Disbursed,38,Notification Pending,Conditional Clearance,154,0.37,Initial Stage (<30%),High / Cooperative,352,0.508,2026-01-19,2026-11-01,286,1,19.413535,77.674367,SRID=4326;POINT(77.674367 19.413535),True
PRJ-1233,PCL-10544,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Uttar Pradesh,Noida,103.71,426,High,0.74,1,Partially Disbursed,53,Notification Pending,Approved,69,0.28,Contested / Encroached,Low / Resistant,123,0.711,2026-03-13,2027-05-20,433,1,26.93413,82.529398,SRID=4326;POINT(82.529398 26.93413),True
PRJ-1029,PCL-10545,Jodhpur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jodhpur,22.02,85,Medium,0.72,0,Partially Disbursed,110,Possession Taken (Sec 38),Conditional Clearance,127,0.73,Full Possession,Moderate,79,0.385,2025-10-10,2025-10-24,14,0,25.013188,72.133793,SRID=4326;POINT(72.133793 25.013188),False
PRJ-1100,PCL-10546,Industrial Rail Siding Network 4,Railway & Freight Corridor,Rajasthan,Udaipur,18.58,29,High,0.75,1,Partially Disbursed,57,Preliminary Notification (Sec 11),Approved,15,0.52,Full Possession,Moderate,175,0.53,2023-10-04,2024-08-25,326,1,25.237646,71.66596,SRID=4326;POINT(71.66596 25.237646),True
PRJ-1097,PCL-10547,NH-71 Four-Laning Bypass Section 3,Highway / Expressway,Tamil Nadu,Tiruchirappalli,29.42,16,Low,0.44,1,Pending Disbursal,337,Preliminary Notification (Sec 11),Approved,107,0.54,Substantial Possession (>70%),Hostile / Legal Injunction,118,0.437,2026-02-04,2027-07-04,515,1,11.425751,79.029006,SRID=4326;POINT(79.029006 11.425751),True
PRJ-1145,PCL-10548,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,106.35,250,High,0.96,1,Disputed in Escrow,349,Possession Taken (Sec 38),Pending Environmental Clearance,148,0.56,Initial Stage (<30%),Moderate,166,0.317,2024-06-07,2025-04-30,327,1,12.809713,78.60067,SRID=4326;POINT(78.60067 12.809713),True
PRJ-1077,PCL-10549,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,37.53,41,High,0.48,1,Disputed in Escrow,220,Preliminary Notification (Sec 11),Resubmission Required,121,0.26,Partial Possession (30-70%),High / Cooperative,290,0.567,2027-04-12,2028-06-27,442,1,25.13053,82.348774,SRID=4326;POINT(82.348774 25.13053),True
PRJ-1073,PCL-10550,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,23.83,40,Medium,0.6,0,Pending Disbursal,264,Possession Taken (Sec 38),Conditional Clearance,104,0.44,Partial Possession (30-70%),Moderate,220,0.502,2026-02-11,2026-10-11,242,1,27.664007,78.919654,SRID=4326;POINT(78.919654 27.664007),False
PRJ-1221,PCL-10551,Salem Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Tamil Nadu,Salem,34.39,55,Low,0.6,0,Pending Disbursal,344,Preliminary Notification (Sec 11),Conditional Clearance,116,0.48,Substantial Possession (>70%),Hostile / Legal Injunction,220,0.27,2025-04-24,2026-06-03,405,1,9.686044,79.259564,SRID=4326;POINT(79.259564 9.686044),False
PRJ-1045,PCL-10552,Uttar Pradesh Clean Energy Hub Sector 2,Renewable / Solar Park,Uttar Pradesh,Prayagraj,18.05,14,Low,0.98,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,15,0.46,Partial Possession (30-70%),High / Cooperative,250,0.247,2024-12-29,2025-01-10,12,0,26.746302,80.505962,SRID=4326;POINT(80.505962 26.746302),False
PRJ-1132,PCL-10553,Tamil Nadu Green Express Corridor Phase 2,Highway / Expressway,Tamil Nadu,Tiruchirappalli,39.85,85,High,0.9,1,Pending Disbursal,236,Possession Taken (Sec 38),Approved,116,0.51,Initial Stage (<30%),Hostile / Legal Injunction,261,0.172,2024-07-28,2025-12-29,519,1,12.144698,78.420341,SRID=4326;POINT(78.420341 12.144698),True
PRJ-1226,PCL-10554,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Rajasthan,Alwar,80.64,160,High,0.64,1,Pending Disbursal,111,Notification Pending,Resubmission Required,134,0.81,Substantial Possession (>70%),Low / Resistant,153,0.309,2023-07-15,2024-10-25,468,1,25.663622,76.03453,SRID=4326;POINT(76.03453 25.663622),True
PRJ-1005,PCL-10555,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,73.96,79,Medium,0.8,1,Disputed in Escrow,522,Preliminary Notification (Sec 11),Approved,15,0.82,Initial Stage (<30%),Low / Resistant,279,0.594,2025-05-08,2026-08-11,460,1,21.49823,69.513311,SRID=4326;POINT(69.513311 21.49823),True
PRJ-1056,PCL-10556,Coimbatore Greenfield International Airport Phase 2,Airport Infrastructure,Tamil Nadu,Coimbatore,36.1,135,High,0.64,1,Pending Disbursal,252,Award Declared (Sec 23),Resubmission Required,183,0.38,Initial Stage (<30%),Low / Resistant,206,0.827,2024-01-01,2025-06-13,529,1,9.841797,79.318512,SRID=4326;POINT(79.318512 9.841797),True
PRJ-1244,PCL-10557,Aviation Logistics Runway Package 3,Airport Infrastructure,Karnataka,Mysuru,17.19,46,High,0.68,1,Pending Disbursal,284,Preliminary Notification (Sec 11),Pending Environmental Clearance,108,0.59,Partial Possession (30-70%),High / Cooperative,191,0.376,2025-11-23,2026-09-12,293,1,13.1102,76.004652,SRID=4326;POINT(76.004652 13.1102),True
PRJ-1028,PCL-10558,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,41.29,73,Medium,0.56,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,37,0.66,Full Possession,High / Cooperative,177,0.764,2024-07-23,2025-01-26,187,1,21.663329,69.150948,SRID=4326;POINT(69.150948 21.663329),False
PRJ-1215,PCL-10559,Command Area Distribution Network 2,Irrigation / Water Canal,Uttar Pradesh,Agra,27.94,22,High,0.63,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.75,Full Possession,High / Cooperative,343,0.578,2025-11-23,2026-05-05,163,1,26.834245,81.66608,SRID=4326;POINT(81.66608 26.834245),False
PRJ-1083,PCL-10560,Tamil Nadu Clean Energy Hub Sector 5,Renewable / Solar Park,Tamil Nadu,Madurai,98.36,176,High,0.51,1,Disputed in Escrow,281,Preliminary Notification (Sec 11),Conditional Clearance,141,0.87,Initial Stage (<30%),Hostile / Legal Injunction,207,0.263,2026-02-06,2027-05-02,450,1,12.833005,78.40403,SRID=4326;POINT(78.40403 12.833005),True
PRJ-1163,PCL-10561,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,15.69,33,Medium,0.57,0,Partially Disbursed,97,Notification Pending,Conditional Clearance,155,0.47,Contested / Encroached,High / Cooperative,246,0.501,2026-04-29,2026-04-29,0,0,25.098235,82.891106,SRID=4326;POINT(82.891106 25.098235),False
PRJ-1231,PCL-10562,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Guntur,9.29,20,Medium,0.39,0,Partially Disbursed,126,Declaration Published (Sec 19),Approved,46,0.39,Initial Stage (<30%),Moderate,261,0.462,2025-10-18,2025-11-10,23,0,16.861232,80.884047,SRID=4326;POINT(80.884047 16.861232),False
PRJ-1008,PCL-10563,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Rajasthan,Udaipur,27.37,26,Low,0.83,1,Pending Disbursal,323,Possession Taken (Sec 38),Approved,72,0.74,Partial Possession (30-70%),Moderate,197,0.164,2026-10-15,2027-07-01,259,1,25.679128,73.196387,SRID=4326;POINT(73.196387 25.679128),True
PRJ-1172,PCL-10564,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,9.65,26,Low,0.82,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,105,0.51,Partial Possession (30-70%),Moderate,153,0.587,2025-01-01,2025-02-01,31,0,24.548872,72.087301,SRID=4326;POINT(72.087301 24.548872),False
